onset	duration	trial_type	trial_number	event_code	response_time	response	result
725.3296236	n/a	5	42.0	7	n/a	n/a	17.25
726.2738648	n/a	4	43.0	3	n/a	n/a	n/a
726.2738648	9	4	43.0	4	n/a	n/a	9
735.2750645	2.5	4	43.0	5	n/a	n/a	2.5
735.7751877	n/a	1_4_0	43.0	8	9.50132289994508	1.0	140
736.1757218	n/a	1_4_1	43.0	8	9.901856999844313	1.0	120
736.7594583	n/a	1_4_2	43.0	8	10.48559350008145	1.0	100
737.0584651	n/a	1_4_3	43.0	8	10.784600299783053	-1.0	120
737.7916263	 n/a	4	43.0	6	n/a	n/a	n/a
737.7939659	0.75	4	43.0	13	0.75	n/a	140
738.5483332	0.75	4	43.0	13	0.75	n/a	-20
739.3016968	0.75	4	43.0	13	0.75	n/a	-20
740.0544673	0.75	4	43.0	13	0.75	n/a	20
740.8203248	1	4	43.0	9	n/a	n/a	120
740.8203248	1	4	43.0	10	n/a	n/a	Aversive Pruning
741.8263517	n/a	4	43.0	7	n/a	n/a	16.5
742.7744568	n/a	3	44.0	3	n/a	n/a	n/a
742.7744568	9	3	44.0	4	n/a	n/a	9
751.7898878	2.5	3	44.0	5	n/a	n/a	2.5
752.223628	n/a	3_3_0	44.0	8	9.449171199928971	1.0	-20
752.5572496	n/a	3_3_1	44.0	8	9.782792800106106	-1.0	0
752.8901969	n/a	3_3_2	44.0	8	10.115740099921824	1.0	-20
754.3064122	 n/a	3	44.0	6	n/a	n/a	n/a
754.3090912	0.75	3	44.0	13	0.75	n/a	-20
755.0616222	0.75	3	44.0	13	0.75	n/a	20
755.8149232	0.75	3	44.0	13	0.75	n/a	-20
756.5808477	1	3	44.0	9	n/a	n/a	-20
756.5808477	1	3	44.0	10	n/a	n/a	Aversive Pruning
757.585345	n/a	3	44.0	7	n/a	n/a	15.75
758.5225661	n/a	4	45.0	3	n/a	n/a	n/a
758.5225661	9	4	45.0	4	n/a	n/a	9
767.5378281	2.5	4	45.0	5	n/a	n/a	2.5
768.2883996	n/a	5_4_0	45.0	8	9.765833499841392	1.0	-20
768.7384136	n/a	5_4_1	45.0	8	10.215847499668598	1.0	-40
769.1212618	n/a	5_4_2	45.0	8	10.598695700056853	1.0	100
769.8553772	n/a	5_4_3	45.0	8	11.332811099942775	1.0	80
770.0543541	 n/a	4	45.0	6	n/a	n/a	n/a
770.0565625	0.75	4	45.0	13	0.75	n/a	-20
770.809218	0.75	4	45.0	13	0.75	n/a	-20
771.5620238	0.75	4	45.0	13	0.75	n/a	140
772.3141588	0.75	4	45.0	13	0.75	n/a	-20
773.0793833	1	4	45.0	9	n/a	n/a	80
773.0793833	1	4	45.0	10	n/a	n/a	ONLL Correct
774.0855951	n/a	4	45.0	7	n/a	n/a	16.5
775.0203246	n/a	5	46.0	3	n/a	n/a	n/a
775.0203246	9	5	46.0	4	n/a	n/a	9
784.0355827	2.5	5	46.0	5	n/a	n/a	2.5
784.736323	n/a	3_5_0	46.0	8	9.715998400002716	1.0	-20
784.9530325	n/a	3_5_1	46.0	8	9.932707900181413	1.0	-40
785.169854	n/a	3_5_2	46.0	8	10.149529400281606	1.0	-60
785.3856982	n/a	3_5_3	46.0	8	10.365373600274324	1.0	-80
785.5854484	n/a	3_5_4	46.0	8	10.565123800188305	1.0	60
786.5522596	 n/a	5	46.0	6	n/a	n/a	n/a
786.5541408	0.75	5	46.0	13	0.75	n/a	-20
787.3076451	0.75	5	46.0	13	0.75	n/a	-20
788.0599126	0.75	5	46.0	13	0.75	n/a	-20
788.8134498	0.75	5	46.0	13	0.75	n/a	-20
789.5661	0.75	5	46.0	13	0.75	n/a	140
790.3334154	1	5	46.0	9	n/a	n/a	60
790.3334154	1	5	46.0	10	n/a	n/a	ONLL Correct
791.339498	n/a	5	46.0	7	n/a	n/a	17.25
792.2678264	n/a	5	47.0	3	n/a	n/a	n/a
792.2678264	9	5	47.0	4	n/a	n/a	9
801.2841701	2.5	5	47.0	5	n/a	n/a	2.5
803.8238892	1	5	47.0	9	n/a	n/a	-200
803.8238892	1	5	47.0	10	n/a	n/a	Miss
804.8301978	n/a	5	47.0	7	n/a	n/a	17.25
809.5149956	n/a	3	48.0	3	n/a	n/a	n/a
809.5149956	9	3	48.0	4	n/a	n/a	9
818.5311566	2.5	3	48.0	5	n/a	n/a	2.5
818.7648688	n/a	1_3_0	48.0	8	9.249873199965805	1.0	140
818.9818095	n/a	1_3_1	48.0	8	9.466813900042323	1.0	120
819.2986458	n/a	1_3_2	48.0	8	9.783650199882686	1.0	100
821.0312718	 n/a	3	48.0	6	n/a	n/a	n/a
821.0341742	0.75	3	48.0	13	0.75	n/a	140
821.7886081	0.75	3	48.0	13	0.75	n/a	-20
822.5410556	0.75	3	48.0	13	0.75	n/a	-20
823.3073192	1	3	48.0	9	n/a	n/a	100
823.3073192	1	3	48.0	10	n/a	n/a	ONLL Correct
824.3137421	n/a	3	48.0	7	n/a	n/a	15.75
825.2640235	n/a	4	49.0	3	n/a	n/a	n/a
825.2640235	9	4	49.0	4	n/a	n/a	9
834.2794994	2.5	4	49.0	5	n/a	n/a	2.5
835.1628864	n/a	6_4_0	49.0	8	9.898862900212409	1.0	-20
835.5301061	n/a	6_4_1	49.0	8	10.266082599759102	1.0	120
835.8798432	n/a	6_4_2	49.0	8	10.615819700062275	1.0	100
836.2464577	n/a	6_4_3	49.0	8	10.982434200122952	1.0	80
836.7959759	 n/a	4	49.0	6	n/a	n/a	n/a
836.7984745	0.75	4	49.0	13	0.75	n/a	-20
837.5518314	0.75	4	49.0	13	0.75	n/a	140
838.3047992	0.75	4	49.0	13	0.75	n/a	-20
839.0569096	0.75	4	49.0	13	0.75	n/a	-20
839.8236897	1	4	49.0	9	n/a	n/a	80
839.8236897	1	4	49.0	10	n/a	n/a	ONLL Correct
840.8301162	n/a	4	49.0	7	n/a	n/a	16.5
841.7760377	n/a	4	50.0	3	n/a	n/a	n/a
841.7760377	9	4	50.0	4	n/a	n/a	9
850.777172	2.5	4	50.0	5	n/a	n/a	2.5
851.2112248	n/a	2_4_0	50.0	8	9.435187099967152	1.0	-20
851.477776	n/a	2_4_1	50.0	8	9.701738299801946	1.0	-40
851.8612723	n/a	2_4_2	50.0	8	10.085234600119293	-1.0	-20
852.2113107	n/a	2_4_3	50.0	8	10.43527300003916	1.0	-40
853.2940223	 n/a	4	50.0	6	n/a	n/a	n/a
853.2960441	0.75	4	50.0	13	0.75	n/a	-20
854.0488424	0.75	4	50.0	13	0.75	n/a	-20
854.803231	0.75	4	50.0	13	0.75	n/a	20
855.5564615	0.75	4	50.0	13	0.75	n/a	-20
856.3238593	1	4	50.0	9	n/a	n/a	-40
856.3238593	1	4	50.0	10	n/a	n/a	OLL Error
857.3300646	n/a	4	50.0	7	n/a	n/a	16.5
858.2764208	n/a	5	51.0	3	n/a	n/a	n/a
858.2764208	9	5	51.0	4	n/a	n/a	9
867.2918794	2.5	5	51.0	5	n/a	n/a	2.5
867.759501	n/a	4_5_0	51.0	8	9.483080199919641	1.0	-20
868.0916296	n/a	4_5_1	51.0	8	9.815208800137043	1.0	-40
868.3926965	n/a	4_5_2	51.0	8	10.116275699809194	1.0	-60
868.7090294	n/a	4_5_3	51.0	8	10.43260859977454	1.0	80
869.0252603	n/a	4_5_4	51.0	8	10.748839499894528	1.0	60
869.8081152	 n/a	5	51.0	6	n/a	n/a	n/a
869.8096708	0.75	5	51.0	13	0.75	n/a	-20
870.5637775	0.75	5	51.0	13	0.75	n/a	-20
871.3177528	0.75	5	51.0	13	0.75	n/a	-20
872.0717185	0.75	5	51.0	13	0.75	n/a	140
872.8254384	0.75	5	51.0	13	0.75	n/a	-20
873.5919021	1	5	51.0	9	n/a	n/a	60
873.5919021	1	5	51.0	10	n/a	n/a	ONLL Correct
874.5982963	n/a	5	51.0	7	n/a	n/a	17.25
875.5240843	n/a	3	52.0	3	n/a	n/a	n/a
875.5240843	9	3	52.0	4	n/a	n/a	9
884.5398945	2.5	3	52.0	5	n/a	n/a	2.5
884.8899634	n/a	4_3_0	52.0	8	9.365879100281743	-1.0	20
885.7403943	n/a	4_3_1	52.0	8	10.216310000047088	1.0	0
885.9899765	n/a	4_3_2	52.0	8	10.465892200358214	1.0	-20
887.0560657	 n/a	3	52.0	6	n/a	n/a	n/a
887.0584251	0.75	3	52.0	13	0.75	n/a	20
887.8118451	0.75	3	52.0	13	0.75	n/a	-20
888.5646088	0.75	3	52.0	13	0.75	n/a	-20
889.3329009	1	3	52.0	9	n/a	n/a	-20
889.3329009	1	3	52.0	10	n/a	n/a	Aversive Pruning
890.3390839	n/a	3	52.0	7	n/a	n/a	15.75
891.2719576	n/a	3	53.0	3	n/a	n/a	n/a
891.2719576	9	3	53.0	4	n/a	n/a	9
900.2875761	2.5	3	53.0	5	n/a	n/a	2.5
900.7382372	n/a	5_3_0	53.0	8	9.466279599815607	1.0	-20
901.0883734	n/a	5_3_1	53.0	8	9.81641579978168	1.0	-40
901.4544689	n/a	5_3_2	53.0	8	10.182511299848557	1.0	100
902.8041398	 n/a	3	53.0	6	n/a	n/a	n/a
902.8063809	0.75	3	53.0	13	0.75	n/a	-20
903.5592779	0.75	3	53.0	13	0.75	n/a	-20
904.3109132	0.75	3	53.0	13	0.75	n/a	140
905.0793938	1	3	53.0	9	n/a	n/a	100
905.0793938	1	3	53.0	10	n/a	n/a	ONLL Correct
906.0858305	n/a	3	53.0	7	n/a	n/a	15.75
907.0199278	n/a	4	54.0	3	n/a	n/a	n/a
907.0199278	9	4	54.0	4	n/a	n/a	9
916.0354734	2.5	4	54.0	5	n/a	n/a	2.5
916.5029235	n/a	3_4_0	54.0	8	9.482995699625464	1.0	-20
917.0196866	n/a	3_4_1	54.0	8	9.99975880002603	-1.0	0
917.4359198	n/a	3_4_2	54.0	8	10.415991999674588	1.0	-20
917.6528257	n/a	3_4_3	54.0	8	10.632897899951788	1.0	-40
918.552198	 n/a	4	54.0	6	n/a	n/a	n/a
918.554342	0.75	4	54.0	13	0.75	n/a	-20
919.3084125	0.75	4	54.0	13	0.75	n/a	20
920.0609022	0.75	4	54.0	13	0.75	n/a	-20
920.8139062	0.75	4	54.0	13	0.75	n/a	-20
921.5783164	1	4	54.0	9	n/a	n/a	-40
921.5783164	1	4	54.0	10	n/a	n/a	OLL Error
922.5850994	n/a	4	54.0	7	n/a	n/a	16.5
923.5180816	n/a	3	55.0	3	n/a	n/a	n/a
923.5180816	9	3	55.0	4	n/a	n/a	9
932.5339257	2.5	3	55.0	5	n/a	n/a	2.5
932.9178238	n/a	2_3_0	55.0	8	9.399742200039329	1.0	-20
933.2344551	n/a	2_3_1	55.0	8	9.716373499948533	1.0	-40
933.5844464	n/a	2_3_2	55.0	8	10.066364800091831	-1.0	-20
935.0499605	 n/a	3	55.0	6	n/a	n/a	n/a
935.052553	0.75	3	55.0	13	0.75	n/a	-20
935.8053242	0.75	3	55.0	13	0.75	n/a	-20
936.5591226	0.75	3	55.0	13	0.75	n/a	20
937.3246437	1	3	55.0	9	n/a	n/a	-20
937.3246437	1	3	55.0	10	n/a	n/a	Aversive Pruning
938.3312858	n/a	3	55.0	7	n/a	n/a	15.75
939.2804691	n/a	3	56.0	3	n/a	n/a	n/a
939.2804691	9	3	56.0	4	n/a	n/a	9
948.2810716	2.5	3	56.0	5	n/a	n/a	2.5
948.7814209	n/a	6_3_0	56.0	8	9.500951800029725	1.0	-20
949.1152889	n/a	6_3_1	56.0	8	9.83481980022043	1.0	120
949.4319086	n/a	6_3_2	56.0	8	10.151439500041308	1.0	100
950.7813329	 n/a	3	56.0	6	n/a	n/a	n/a
950.7843315	0.75	3	56.0	13	0.75	n/a	-20
951.5378805	0.75	3	56.0	13	0.75	n/a	140
952.2918184	0.75	3	56.0	13	0.75	n/a	-20
953.0603902	1	3	56.0	9	n/a	n/a	100
953.0603902	1	3	56.0	10	n/a	n/a	ONLL Correct
954.0674016	n/a	3	56.0	7	n/a	n/a	15.75
955.0153402	n/a	5	57.0	3	n/a	n/a	n/a
955.0153402	9	5	57.0	4	n/a	n/a	9
964.0295796	2.5	5	57.0	5	n/a	n/a	2.5
965.0297671	n/a	5_5_0	57.0	8	10.014426900073888	1.0	-20
965.5137769	n/a	5_5_1	57.0	8	10.498436699621381	1.0	-40
965.963792	n/a	5_5_2	57.0	8	10.948451799806206	1.0	100
966.5720246	1	5	57.0	9	n/a	n/a	-200
966.5720246	1	5	57.0	10	n/a	n/a	Miss
967.5776182	n/a	5	57.0	7	n/a	n/a	17.25
972.2616799	n/a	5	58.0	3	n/a	n/a	n/a
972.2616799	9	5	58.0	4	n/a	n/a	9
981.2782078	2.5	5	58.0	5	n/a	n/a	2.5
982.177968	n/a	1_5_0	58.0	8	9.91628810018301	1.0	140
982.4953041	n/a	1_5_1	58.0	8	10.233624200336637	1.0	120
982.7933889	n/a	1_5_2	58.0	8	10.531709000002591	1.0	100
983.4123822	n/a	1_5_3	58.0	8	11.150702300015835	1.0	80
983.8183499	1	5	58.0	9	n/a	n/a	-200
983.8183499	1	5	58.0	10	n/a	n/a	Miss
984.8240192	n/a	5	58.0	7	n/a	n/a	17.25
989.5258485	n/a	5	59.0	3	n/a	n/a	n/a
989.5258485	9	5	59.0	4	n/a	n/a	9
998.5418158	2.5	5	59.0	5	n/a	n/a	2.5
999.0588631	n/a	2_5_0	59.0	8	9.533014600165187	1.0	-20
999.9255846	n/a	2_5_1	59.0	8	10.399736099876463	1.0	-40
1000.1418351	n/a	2_5_2	59.0	8	10.615986600052564	1.0	-60
1000.3420683	n/a	2_5_3	59.0	8	10.816219800151883	1.0	-80
1000.5587206	n/a	2_5_4	59.0	8	11.032872099895028	1.0	-100
1001.0585102	 n/a	5	59.0	6	n/a	n/a	n/a
1001.0610073	0.75	5	59.0	13	0.75	n/a	-20
1001.8141661	0.75	5	59.0	13	0.75	n/a	-20
1002.5675708	0.75	5	59.0	13	0.75	n/a	-20
1003.3196529	0.75	5	59.0	13	0.75	n/a	-20
1004.0739032	0.75	5	59.0	13	0.75	n/a	-20
1004.8416199	1	5	59.0	9	n/a	n/a	-100
1004.8416199	1	5	59.0	10	n/a	n/a	OLL Error
1005.8470006	n/a	5	59.0	7	n/a	n/a	17.25
1006.7740602	n/a	5	60.0	3	n/a	n/a	n/a
1006.7740602	9	5	60.0	4	n/a	n/a	9
1015.7896349	2.5	5	60.0	5	n/a	n/a	2.5
1017.1066625	n/a	3_5_0	60.0	8	10.33260230021551	1.0	-20
1017.7559593	n/a	3_5_1	60.0	8	10.981899099890144	-1.0	0
1018.3332815	1	5	60.0	9	n/a	n/a	-200
1018.3332815	1	5	60.0	10	n/a	n/a	Miss
1019.3396137	n/a	5	60.0	7	n/a	n/a	17.25
1024.0214205	n/a	4	61.0	3	n/a	n/a	n/a
1024.0214205	9	4	61.0	4	n/a	n/a	9
1033.0375931	2.5	4	61.0	5	n/a	n/a	2.5
1035.5691358	1	4	61.0	9	n/a	n/a	-200
1035.5691358	1	4	61.0	10	n/a	n/a	Miss
1036.5757227	n/a	4	61.0	7	n/a	n/a	16.5
1040.5195309	n/a	3	62.0	3	n/a	n/a	n/a
1040.5195309	9	3	62.0	4	n/a	n/a	9
1049.5352665	2.5	3	62.0	5	n/a	n/a	2.5
1049.9865608	n/a	3_3_0	62.0	8	9.467029900290072	1.0	-20
1050.385705	n/a	3_3_1	62.0	8	9.866174099966882	-1.0	0
1050.9189227	n/a	3_3_2	62.0	8	10.399391800165175	-1.0	-70
1052.0517071	 n/a	3	62.0	6	n/a	n/a	n/a
1052.0536139	0.75	3	62.0	13	0.75	n/a	-20
1052.8065943	0.75	3	62.0	13	0.75	n/a	20
1053.5596595	0.75	3	62.0	13	0.75	n/a	-70
1054.3273452	1	3	62.0	9	n/a	n/a	-70
1054.3273452	1	3	62.0	10	n/a	n/a	OLL Error
1055.3332231	n/a	3	62.0	7	n/a	n/a	15.75
1056.2678186	n/a	4	63.0	3	n/a	n/a	n/a
1056.2678186	9	4	63.0	4	n/a	n/a	9
1065.283713	2.5	4	63.0	5	n/a	n/a	2.5
1067.8220976	1	4	63.0	9	n/a	n/a	-200
1067.8220976	1	4	63.0	10	n/a	n/a	Miss
1068.8301004	n/a	4	63.0	7	n/a	n/a	16.5
1072.7653202	n/a	3	64.0	3	n/a	n/a	n/a
1072.7653202	9	3	64.0	4	n/a	n/a	9
1081.7813523	2.5	3	64.0	5	n/a	n/a	2.5
1082.1659144	n/a	4_3_0	64.0	8	9.400594200007617	1.0	-20
1082.498932	n/a	4_3_1	64.0	8	9.733611799776554	-1.0	-90
1082.8481766	n/a	4_3_2	64.0	8	10.082856399938462	-1.0	-70
1084.297881	 n/a	3	64.0	6	n/a	n/a	n/a
1084.2994757	0.75	3	64.0	13	0.75	n/a	-20
1085.0535441	0.75	3	64.0	13	0.75	n/a	-70
1085.8064876	0.75	3	64.0	13	0.75	n/a	20
1086.5715344	1	3	64.0	9	n/a	n/a	-70
1086.5715344	1	3	64.0	10	n/a	n/a	OLL Error
1087.5783018	n/a	3	64.0	7	n/a	n/a	15.75
1088.5279368	n/a	4	65.0	3	n/a	n/a	n/a
1088.5279368	9	4	65.0	4	n/a	n/a	9
1097.5293018	2.5	4	65.0	5	n/a	n/a	2.5
1099.2632102	n/a	5_4_0	65.0	8	10.735273400321605	1.0	-20
1099.5132104	n/a	5_4_1	65.0	8	10.985273600090297	1.0	-40
1099.7131379	n/a	5_4_2	65.0	8	11.185201100073755	1.0	100
1099.9128137	n/a	5_4_3	65.0	8	11.384876899886875	1.0	80
1100.0458526	 n/a	4	65.0	6	n/a	n/a	n/a
1100.0481173	0.75	4	65.0	13	0.75	n/a	-20
1100.8001214	0.75	4	65.0	13	0.75	n/a	-20
1101.5534799	0.75	4	65.0	13	0.75	n/a	140
1102.3065354	0.75	4	65.0	13	0.75	n/a	-20
1103.075304	1	4	65.0	9	n/a	n/a	80
1103.075304	1	4	65.0	10	n/a	n/a	ONLL Correct
1104.0808554	n/a	4	65.0	7	n/a	n/a	16.5
1105.0286234	n/a	5	66.0	3	n/a	n/a	n/a
1105.0286234	9	5	66.0	4	n/a	n/a	9
1114.04422	2.5	5	66.0	5	n/a	n/a	2.5
1116.5796192	1	5	66.0	9	n/a	n/a	-200
1116.5796192	1	5	66.0	10	n/a	n/a	Miss
1117.5852675	n/a	5	66.0	7	n/a	n/a	17.25
1122.2753291	n/a	3	67.0	3	n/a	n/a	n/a
1122.2753291	9	3	67.0	4	n/a	n/a	9
1131.2753793	2.5	3	67.0	5	n/a	n/a	2.5
1131.892186	n/a	1_3_0	67.0	8	9.616856900043787	1.0	140
1132.1591086	n/a	1_3_1	67.0	8	9.883779500145463	1.0	120
1132.3755778	n/a	1_3_2	67.0	8	10.100248700007796	1.0	100
1133.7917816	 n/a	3	67.0	6	n/a	n/a	n/a
1133.7936788	0.75	3	67.0	13	0.75	n/a	140
1134.5468379	0.75	3	67.0	13	0.75	n/a	-20
1135.3001441	0.75	3	67.0	13	0.75	n/a	-20
1136.0678305	1	3	67.0	9	n/a	n/a	100
1136.0678305	1	3	67.0	10	n/a	n/a	ONLL Correct
1137.0743535	n/a	3	67.0	7	n/a	n/a	15.75
1138.0239593	n/a	4	68.0	3	n/a	n/a	n/a
1138.0239593	9	4	68.0	4	n/a	n/a	9
1147.0396348	2.5	4	68.0	5	n/a	n/a	2.5
1149.0570304	n/a	6_4_0	68.0	8	11.0330710997805	1.0	-20
1149.2569193	n/a	6_4_1	68.0	8	11.232960000168534	1.0	120
1149.4395155	n/a	6_4_2	68.0	8	11.415556199848652	1.0	100
1149.5801312	1	4	68.0	9	n/a	n/a	-200
1149.5801312	1	4	68.0	10	n/a	n/a	Miss
1150.5856757	n/a	4	68.0	7	n/a	n/a	16.5
1154.5214093	n/a	4	69.0	3	n/a	n/a	n/a
1154.5214093	9	4	69.0	4	n/a	n/a	9
1163.5380379	2.5	4	69.0	5	n/a	n/a	2.5
1164.0714561	n/a	2_4_0	69.0	8	9.55004679970443	1.0	-20
1165.0547545	n/a	2_4_1	69.0	8	10.53334519965574	-1.0	-90
1165.3540373	n/a	2_4_2	69.0	8	10.83262800006196	1.0	-110
1165.5208544	n/a	2_4_3	69.0	8	10.999445099849256	1.0	30
1166.0541897	 n/a	4	69.0	6	n/a	n/a	n/a
1166.0562794	0.75	4	69.0	13	0.75	n/a	-20
1166.8088494	0.75	4	69.0	13	0.75	n/a	-70
1167.5623724	0.75	4	69.0	13	0.75	n/a	-20
1168.3160811	0.75	4	69.0	13	0.75	n/a	140
1169.0816988	1	4	69.0	9	n/a	n/a	30
1169.0816988	1	4	69.0	10	n/a	n/a	OLL Correct
1170.0884938	n/a	4	69.0	7	n/a	n/a	16.5
1171.0194908	n/a	5	70.0	3	n/a	n/a	n/a
1171.0194908	9	5	70.0	4	n/a	n/a	9
1180.0355626	2.5	5	70.0	5	n/a	n/a	2.5
1180.5026854	n/a	4_5_0	70.0	8	9.483194600325078	1.0	-20
1180.8356714	n/a	4_5_1	70.0	8	9.816180600319056	1.0	-40
1181.1021319	n/a	4_5_2	70.0	8	10.082641100045292	1.0	-60
1181.3687539	n/a	4_5_3	70.0	8	10.349263099953534	1.0	80
1181.6020387	n/a	4_5_4	70.0	8	10.582547900266944	1.0	60
1182.5520444	 n/a	5	70.0	6	n/a	n/a	n/a
1182.553849	0.75	5	70.0	13	0.75	n/a	-20
1183.3070953	0.75	5	70.0	13	0.75	n/a	-20
1184.0602984	0.75	5	70.0	13	0.75	n/a	-20
1184.8140073	0.75	5	70.0	13	0.75	n/a	140
1185.5671356	0.75	5	70.0	13	0.75	n/a	-20
1186.335123	1	5	70.0	9	n/a	n/a	60
1186.335123	1	5	70.0	10	n/a	n/a	ONLL Correct
1187.3419306	n/a	5	70.0	7	n/a	n/a	17.25
1188.2678274	n/a	3	71.0	3	n/a	n/a	n/a
1188.2678274	9	3	71.0	4	n/a	n/a	9
1197.2832223	2.5	3	71.0	5	n/a	n/a	2.5
1197.8003998	n/a	5_3_0	71.0	8	9.532572399824858	1.0	-20
1198.2331481	n/a	5_3_1	71.0	8	9.965320699848236	1.0	-40
1198.5668037	n/a	5_3_2	71.0	8	10.298976299818603	1.0	100
1199.7833915	 n/a	3	71.0	6	n/a	n/a	n/a
1199.7858312	0.75	3	71.0	13	0.75	n/a	-20
1200.5379953	0.75	3	71.0	13	0.75	n/a	-20
1201.2918225	0.75	3	71.0	13	0.75	n/a	140
1202.0577541	1	3	71.0	9	n/a	n/a	100
1202.0577541	1	3	71.0	10	n/a	n/a	ONLL Correct
1203.0637153	n/a	3	71.0	7	n/a	n/a	15.75
1207.0241897	n/a	n/a	n/a	99	n/a	n/a	n/a
